asof_month,signal,hs300_ret,position,strategy_ret,buyhold_ret,strategy_nav,buyhold_nav
2022-07-01,0,-0.0702136516499069,1.0,-0.0712136516499069,-0.0702136516499069,1.0421578966004093,1.385114994947942
2022-08-01,0,-0.021884836390092977,0.0,-0.001,-0.021884836390092977,1.0411157387038088,1.3548019799020419
2022-09-01,1,-0.06716492924458917,0.0,-0.0,-0.06716492924458917,1.0411157387038088,1.263806800781492
2022-10-01,0,-0.07784256291583058,1.0,-0.07884256291583058,-0.07784256291583058,0.9590315055723924,1.165428840378204
2022-11-01,0,0.09813711790368118,0.0,-0.001,0.09813711790368118,0.95807247406682,1.2798006678947502
2022-12-01,0,0.004826582251870493,0.0,0.0,0.004826582251870493,0.95807247406682,1.285977731084343
2023-01-01,1,0.07367018679968207,0.0,0.0,0.07367018679968207,0.95807247406682,1.3807159507535578
2023-02-01,1,-0.02102525513260267,1.0,-0.022025255132602672,-0.02102525513260267,0.9369706833899744,1.3516860456233102
2023-03-01,1,-0.004554168011030479,1.0,-0.004554168011030479,-0.004554168011030479,0.9327035614764063,1.3455302402733762
2023-04-01,0,-0.005391359901415149,1.0,-0.005391359901415149,-0.005391359901415149,0.9276750208951553,1.3382760024898248
2023-05-01,0,-0.0572196771178376,0.0,-0.001,-0.0572196771178376,0.9267473458742601,1.2617002817328067
2023-06-01,0,0.011559432129635061,0.0,0.0,0.011559432129635061,0.9267473458742601,1.2762848205074384
2023-07-01,0,0.04480940815916501,0.0,0.0,0.04480940815916501,0.9267473458742601,1.3334743879569029
2023-08-01,0,-0.06211332053016094,0.0,-0.0,-0.06211332053016094,0.9267473458742601,1.2506478658789755
2023-09-01,1,-0.020118355453051517,0.0,-0.0,-0.020118355453051517,0.9267473458742601,1.225486887566622
2023-10-01,0,-0.03171444934391143,1.0,-0.032714449343911434,-0.03171444934391143,0.8964293167730523,1.1866212457492626
2023-11-01,0,-0.02135839659891403,0.0,-0.001,-0.02135839659891403,0.8955328874562792,1.1612769185698524
2023-12-01,0,-0.018618198085179838,0.0,-0.0,-0.018618198085179838,0.8955328874562792,1.1396560348681717
2024-01-01,0,-0.06288285715118436,0.0,-0.0,-0.06288285715118436,0.8955328874562792,1.0679912072260713
2024-02-01,0,0.09352972862691256,0.0,0.0,0.09352972862691256,0.8955328874562792,1.1678801350138546
2024-03-01,1,0.0060866026200177,0.0,0.0,0.0060866026200177,0.8955328874562792,1.1749885573034966
2024-04-01,1,0.018914573182521766,1.0,0.017914573182521765,0.018914573182521766,0.9115759769059697,1.1972129643592393
2024-05-01,0,-0.006788658509585654,1.0,-0.006788658509585654,-0.006788658509585654,0.9053875988932132,1.1890854943809557
2024-06-01,0,-0.03303644629426594,0.0,-0.001,-0.03303644629426594,0.9044822112943199,1.1498023353065485
2024-07-01,0,-0.005654228596305266,0.0,-0.0,-0.005654228596305266,0.9044822112943199,1.1433010900621596
2024-08-01,0,-0.0350520208106484,0.0,-0.0,-0.0350520208106484,0.9044822112943199,1.1032260764604638
2024-09-01,0,0.20967552549623192,0.0,0.0,0.20967552549623192,0.9044822112943199,1.3345455837834577
2024-10-01,1,-0.03156286127797048,0.0,-0.0,-0.03156286127797048,0.9044822112943199,1.2924235066533722
2024-11-01,1,0.006564568855627284,1.0,0.005564568855627284,0.006564568855627284,0.9095152648377574,1.3009077097534296
2024-12-01,1,0.004679589325695455,1.0,0.004679589325695455,0.004679589325695455,0.9137714227626492,1.3069954235857066
2025-01-01,0,-0.029945022898866136,1.0,-0.029945022898866136,-0.029945022898866136,0.8864085165836922,1.2678574156977194
2025-02-01,1,0.019116445031280405,0.0,-0.001,0.019116445031280405,0.8855221080671085,1.292094342292406
2025-03-01,1,-0.0007051325060429825,1.0,-0.0017051325060429825,-0.0007051325060429825,0.8840121755358236,1.2911832445707814
2025-04-01,0,-0.030029794412891664,1.0,-0.030029794412891664,-0.030029794412891664,0.8574654716459896,1.2524092771869504
2025-05-01,0,0.018474920641992965,0.0,-0.001,0.018474920641992965,0.8566080061743436,1.2755474391942752
2025-06-01,0,0.02495864833166328,0.0,0.0,0.02495864833166328,0.8566080061743436,1.3073833791594787
2025-07-01,0,0.03544441054155656,0.0,0.0,0.03544441054155656,0.8566080061743436,1.3537228123856146
2025-08-01,0,0.10333912308668847,0.0,0.0,0.10333912308668847,0.8566080061743436,1.4936153407199897
2025-09-01,0,0.032008608866963995,0.0,0.0,0.032008608866963995,0.8566080061743436,1.541423889958793
